Adult,Genre ID,IMDB ID,Movie,Popularity,Release date,run budget,run time,vote average,vote_count,revenue
FALSE,18,826,The Bridge on the River Kwai,10.156675,10/2/1957,3000000,161,7.7,600,27200000
FALSE,18,12628,Playing God,3.426904,10/17/1997,12000000,94,5.5,26,4000000
FALSE,28,9103,The Quest,5.646706,4/19/1996,30000000,95,5.3,135,57400547
FALSE,18,25598,The Indian Runner,1.851309,5/19/1991,7000000,127,6.3,24,191125
FALSE,35,9353,Nacho Libre,8.611032,6/16/2006,32000000,92,5.6,384,80197993
FALSE,18,20927,Bed of Roses,2.865682,1/26/1996,0,87,5.1,27,19030691
FALSE,18,23830,Last Night,7.527487,5/11/2010,7000000,90,6.1,266,7644937
FALSE,10749,18524,The Celestine Prophecy,3.289517,6/1/2006,10000000,99,4.8,16,615752
FALSE,14,11428,Sleepwalkers,7.090693,4/10/1992,0,91,4.9,105,30524763
FALSE,35,7211,Dan in Real Life,7.7517,10/26/2007,25000000,98,6.6,387,68377859
FALSE,16,12092,Alice in Wonderland,13.784223,7/3/1951,3000000,75,7,1686,572000000
FALSE,16,10137,Stuart Little,8.888607,12/17/1999,133000000,84,5.8,1125,300135367
FALSE,28,12142,Alone in the Dark,6.64683,1/28/2005,20000000,96,3.1,179,10442808
FALSE,28,240832,Lucy,48.800106,7/14/2014,40000000,89,6.2,6500,126546825
FALSE,35,37964,Brown Sugar,3.033906,10/5/2002,8000000,109,7,32,27362712
FALSE,18,11321,Seven Pounds,7.81375,12/18/2008,55000000,123,7.5,2273,168167691
FALSE,35,13665,Arthur,7.789407,7/17/1981,7000000,97,6.5,135,95461682
FALSE,27,3021,1408,10.572676,7/12/2007,25000000,104,6.5,1489,94679598
FALSE,18,11798,This Is England,3.316388,9/12/2006,2380000,101,7.4,396,8176544
FALSE,14,24808,Something Wicked This Way Comes,3.73968,4/29/1983,19000000,95,6.6,38,5656087
FALSE,80,1598,Cape Fear,7.496256,11/15/1991,35000000,128,7,751,182300000
FALSE,16,12092,Alice in Wonderland,13.784223,7/3/1951,3000000,75,7,1686,572000000
FALSE,18,8221,What Have I Done to Deserve This?,3.510825,10/24/1984,0,102,7.4,41,706685
FALSE,28,10388,The Limey,6.037814,5/15/1999,10000000,89,6.6,115,3193102
FALSE,27,948,Halloween,11.949158,10/24/1978,325000,91,7.4,1192,70000000
FALSE,35,9024,For Love or Money,7.023222,10/1/1993,30000000,94,5.8,80,11146270
FALSE,18,17707,Brokedown Palace,9.536457,8/13/1999,25000000,100,6.3,121,13000000
FALSE,35,34086,Spaced Invaders,3.173724,4/27/1990,3000000,100,4.7,29,15369573
FALSE,18,2246,Malice,10.29221,9/29/1993,0,107,6,113,46405336
FALSE,18,38909,Salsa,2.227635,7/9/1988,0,98,4.8,8,8892589
FALSE,14,15139,The Pagemaster,7.198176,11/23/1994,27000000,80,6.2,192,13670688
FALSE,53,10909,Kalifornia,6.426634,9/1/1993,9000000,117,6.5,224,2395231
FALSE,99,1781,An Inconvenient Truth,6.670329,1/24/2006,1000000,100,6.7,275,46243000
FALSE,10749,16295,Higher Learning,4.783932,1/11/1995,0,127,6.4,53,38290723
FALSE,9648,5137,Sky Captain and the World of Tomorrow,5.885554,9/17/2004,70000000,107,5.7,472,57958696
FALSE,27,257206,Time of Her Life,1.215448,3/3/2006,100000,96,6,6,750000
FALSE,18,453,A Beautiful Mind,12.363865,12/11/2001,60000000,135,7.7,3318,313542341
FALSE,35,13698,Gung Ho,5.346699,3/13/1986,0,111,6.2,50,36611610
FALSE,28,4421,G.I. Jane,7.65784,8/22/1997,50000000,125,6,430,48169156
FALSE,28,9509,Man on Fire,9.562333,4/23/2004,70000000,146,7.3,1664,130293714
FALSE,28,45001,Deewana,1.682441,6/25/1992,0,185,7,11,12000000
FALSE,10402,10269,Yentl,4.327411,11/18/1983,12000000,132,6.2,56,30400000
FALSE,35,12572,"New York, I Love You",7.024174,9/6/2008,14700000,103,5.8,183,8049666
FALSE,18,14359,Doubt,7.568715,11/27/2008,20000000,104,7.1,482,50907234
FALSE,28,10863,Eye of the Needle,4.157178,7/24/1981,0,112,6.4,49,18000000
FALSE,18,17917,Oliver!,9.934193,9/26/1968,10000000,153,7,112,37402877
FALSE,18,35119,A Cry in the Dark,3.848367,11/11/1988,15000000,120,6.5,50,6908797
FALSE,10749,16941,Intermission,6.458476,8/29/2003,5000000,105,6.4,52,4856298
FALSE,28,7305,Alive,7.210233,1/15/1993,32000000,120,6.7,412,36733909
FALSE,27,11460,Red Eye,6.991706,8/4/2005,26000000,85,6.2,512,57891803
FALSE,28,6519,The Dukes of Hazzard,11.685344,8/5/2005,50000000,104,5.1,348,110803676
FALSE,878,416149,The Perfect Weapon,5.920854,9/9/2016,8000000,88,3.9,18,17000000
FALSE,28,10711,French Connection II,6.308552,5/18/1975,0,119,6.6,101,12484444
FALSE,53,8848,The Bank Job,7.672312,2/28/2008,20000000,112,6.6,746,64822796
FALSE,28,11951,Vanishing Point,6.67434,1/15/1971,1300000,99,7.2,117,72266306
FALSE,35,9849,My Favorite Martian,5.960053,2/11/1999,65000000,94,5.1,84,36850101
FALSE,18,10264,Hamlet,8.931482,12/19/1990,0,130,6.7,104,20710451
FALSE,12,77221,Black Gold,10.547137,12/21/2011,40000000,130,5.9,85,5446000
FALSE,35,14306,Marley & Me,9.975104,12/25/2008,60000000,115,6.9,1483,242717113
FALSE,10402,759,Gentlemen Prefer Blondes,6.991105,7/14/1953,0,91,7.1,183,12000000
FALSE,35,10591,The Girl Next Door,9.527545,4/9/2004,25000000,108,6.3,912,30411183
FALSE,12,8592,Dick Tracy,5.674841,6/15/1990,47000000,103,6,275,103738726
FALSE,80,504,Monster,6.190862,11/16/2003,8000000,110,7,548,60378584
FALSE,18,14635,The Rookie,8.7278,3/25/2002,20000000,127,6.5,120,75597042
FALSE,18,16520,The King and I,8.263556,6/29/1956,4550000,133,7.3,109,21300000
FALSE,18,3116,Midnight Cowboy,9.052681,5/25/1969,3600000,113,7.5,333,44785053
FALSE,35,10078,Magicians,6.355778,5/18/2007,0,90,6.2,25,1752038
FALSE,18,17332,The Soloist,6.510224,4/24/2009,60000000,109,6.6,255,31720158
FALSE,18,2239,Hallam Foe,5.609041,2/16/2007,8000000,95,6.8,52,60641
FALSE,14,49730,Red Riding Hood,9.244878,3/11/2011,42000000,100,5.7,1043,89162162
FALSE,18,51321,Permanent Record,2.061315,4/22/1988,8000000,91,6,11,1893139
FALSE,18,60579,Hey Ram,1.439164,2/18/2000,3900000,199,6.7,10,4900000
FALSE,99,24582,Manufactured Landscapes,2.592172,9/9/2006,0,90,7.3,15,240239
FALSE,35,2039,Moonstruck,8.996911,12/18/1987,0,102,6.7,195,80640528
FALSE,878,1895,Star Wars: Episode III - Revenge of the Sith,12.64329,5/17/2005,113000000,140,7.1,4522,850000000
FALSE,35,75386,Haiku Tunnel,1.076985,9/7/2001,0,88,7,2,251058
FALSE,27,11059,House of the Dead,6.299035,4/11/2003,7000000,90,2.8,112,13818181
FALSE,35,9688,Melinda and Melinda,6.433094,10/29/2004,0,100,6.3,135,20085825
FALSE,18,26149,Music of the Heart,4.008531,10/29/1999,27000000,124,6.3,52,14859394
FALSE,12,10339,Moby Dick,5.626089,6/27/1956,4500000,116,6.8,100,10400000
FALSE,35,21118,Waking Up in Reno,4.35156,12/13/2002,0,91,5.1,24,261603
FALSE,18,4251,Veer-Zaara,5.00822,11/12/2004,7000000,192,7.5,72,29385320
FALSE,18,11489,Rosetta,4.43268,5/23/1999,0,95,7.2,56,266665
FALSE,18,9062,Love Story,11.560056,12/16/1970,2200000,99,6.6,127,136400000
FALSE,12,604,The Matrix Reloaded,20.218433,5/15/2003,150000000,138,6.7,3725,738599701
FALSE,35,9778,Serendipity,9.439279,10/5/2001,28000000,90,6.7,571,77516304
FALSE,12,267935,The BFG,28.01442,6/1/2016,140000000,120,6.1,1112,183345589
FALSE,35,16406,Dick,6.183602,8/4/1999,13000000,94,5.7,68,27500000
FALSE,28,13191,"War, Inc.",6.592585,4/28/2008,5000000,106,5.6,89,1296184
FALSE,28,9383,Hollow Man,9.739024,8/4/2000,95000000,112,5.6,694,190213455
FALSE,18,9560,A Walk in the Clouds,7.014401,8/11/1995,20000000,103,6.6,181,50012507
FALSE,18,22267,Ride with the Devil,5.713073,11/24/1999,38000000,138,6.6,51,635096
FALSE,28,16214,Hooper,3.35336,7/28/1978,0,107,6.1,36,78000000
FALSE,35,2171,Wet Hot American Summer,6.668558,7/27/2001,5000000,97,6.4,281,295206
FALSE,14,924,Dawn of the Dead,9.147155,3/19/2004,28000000,101,6.8,1128,102356381
FALSE,14,19051,The New Adventures of Pippi Longstocking,3.61177,7/6/1988,5000000,100,5.8,18,3569939
FALSE,53,44326,Extremities,2.934475,8/22/1986,0,89,6,13,13418091
FALSE,27,11284,Freddy's Dead: The Final Nightmare,10.483103,9/5/1991,11000000,89,5.1,304,34872033
FALSE,28,297762,Wonder Woman,305.721742,5/30/2017,149000000,141,7.2,6273,82176340
FALSE,35,15373,Role Models,8.985356,11/7/2008,28000000,99,6.4,597,92380927
FALSE,18,38718,Reversal of Fortune,4.050676,10/5/1990,0,111,6.6,62,15445131
FALSE,28,13154,Showdown in Little Tokyo,7.279503,8/23/1991,8000000,79,5.7,104,2275557
FALSE,18,1523,The Last King of Scotland,8.556531,9/1/2006,6000000,121,7.4,603,48027970
FALSE,18,9400,Set It Off,4.727594,11/6/1996,9000000,118,6.9,69,41590886
FALSE,35,6961,The Wedding Date,8.084758,2/4/2005,15000000,88,6.2,259,47175038
FALSE,12,10315,Fantastic Mr. Fox,8.623031,10/23/2009,40000000,87,7.5,1289,46471023
FALSE,12,10339,Moby Dick,5.626089,6/27/1956,4500000,116,6.8,100,10400000
FALSE,37,9023,Spirit: Stallion of the Cimarron,8.967454,5/24/2002,80000000,83,7.4,981,122563539
FALSE,16,17979,A Christmas Carol,13.718141,11/4/2009,200000000,96,6.6,1259,325233863
FALSE,18,640,Catch Me If You Can,12.868387,12/25/2002,52000000,141,7.7,4220,352114312
FALSE,99,8357,What the #$*! Do We (K)now!?,5.081999,4/23/2004,0,109,5.7,36,10000000
FALSE,80,17494,Unlawful Entry,4.836356,6/26/1992,23000000,117,5.8,67,57138719
FALSE,18,33142,Vivah,2.62818,11/10/2006,10,162,6.5,26,4000000
FALSE,35,4256,Scary Movie 3,10.994533,10/24/2003,48000000,84,5.8,1058,220673217
FALSE,35,114726,Out on a Limb,2.477641,9/4/1992,11000000,82,6.2,13,1659542
FALSE,35,512,Scoop,6.683785,7/27/2006,4000000,96,6.4,467,31584901
FALSE,99,24348,Powaqqatsi,4.742449,4/29/1988,2500000,99,7.5,40,589244
FALSE,35,11431,Fever Pitch,6.876429,4/6/2005,30000000,103,5.8,196,50451307
FALSE,27,29064,The Omega Code,2.252709,10/15/1999,0,100,4.4,17,2400000
FALSE,12,2059,National Treasure,9.481867,11/19/2004,100000000,131,6.4,2122,347451894
FALSE,80,70436,The Raven,7.067215,3/9/2012,26000000,111,6.1,455,29657751
FALSE,27,9357,One Hour Photo,7.172717,8/21/2002,12000000,96,6.6,480,52223306
FALSE,18,11557,St. Elmo's Fire,6.768464,6/20/1985,0,110,6,144,37803872
FALSE,35,10481,102 Dalmatians,7.087468,10/7/2000,85000000,100,5.1,352,183611771
FALSE,18,266030,Party Girl,2.164918,8/27/2014,0,95,6.9,14,472370
FALSE,35,34016,She's Out of My League,7.219591,3/11/2010,20000000,104,5.9,578,49779728
FALSE,18,2998,Zabriskie Point,5.529823,2/9/1970,7000000,113,7.1,89,1000000
FALSE,18,16781,Madea's Family Reunion,6.088449,2/24/2006,6000000,110,6,78,57231524
FALSE,878,149,Akira,10.329727,7/16/1988,8000000,124,7.8,877,553171
FALSE,18,25853,Dahmer,4.301807,6/21/2002,250000,101,5.2,59,144008
FALSE,27,10307,Stigmata,6.965436,9/10/1999,29000000,103,5.9,265,50041732
FALSE,35,9771,Major League: Back to the Minors,2.599883,4/17/1998,0,107,4.3,23,3572443
FALSE,53,303,Notorious,10.862401,8/15/1946,2000000,102,7.8,374,24464742
FALSE,27,11082,The Seventh Sign,6.083786,4/1/1988,0,97,5.9,81,18875011
FALSE,28,9509,Man on Fire,9.562333,4/23/2004,70000000,146,7.3,1664,130293714
FALSE,35,14820,Music Within,3.170794,1/5/2007,0,94,6.7,18,153205
FALSE,18,25188,The Last Picture Show,7.54337,10/2/1971,1300000,118,7.7,147,29133000
FALSE,18,792,Platoon,11.764249,12/18/1986,6000000,120,7.5,1323,138530565
FALSE,28,5375,Fred Claus,7.434961,11/3/2007,100000000,116,5.4,232,97838349
FALSE,18,1125,Dreamgirls,7.427213,12/25/2006,70000000,134,6.6,309,154937680
FALSE,18,108312,Native Son,1.371219,12/24/1986,2000000,111,2,2,1301121
FALSE,28,23587,Vigilante,5.034868,1/4/1983,0,90,7.1,16,5091888
FALSE,53,9594,Double Impact,7.444173,7/31/1991,15000000,110,5.3,236,30102717
FALSE,28,12244,9,9.868553,8/19/2009,30000000,79,6.6,1352,48428063
FALSE,28,10881,Avalon,7.206154,1/20/2001,8000000,107,6.7,100,8826094
FALSE,18,72277,The Last Wave,2.811122,1/1/1977,810000,106,6.9,40,1258000
FALSE,27,10576,Psycho II,5.931639,6/3/1983,5000000,113,6.1,135,34725000
FALSE,18,293,A River Runs Through It,9.383502,10/9/1992,0,123,7,261,43440294
FALSE,18,873,The Color Purple,11.680162,12/18/1985,15000000,154,7.7,379,146292009
FALSE,18,88641,There Goes My Baby,1.07898,9/2/1994,10500000,99,8.5,2,123509
FALSE,35,10328,Cocoon,6.901259,6/21/1985,0,117,6.5,352,85313124
FALSE,99,12901,No End in Sight,2.840742,7/27/2007,2000000,102,7.4,25,1431623
FALSE,99,50062,The Ground Truth,1.004528,9/15/2006,500000,72,0,0,12207
FALSE,18,2266,"Paris, je t'aime",10.090438,5/16/2006,13000000,120,6.8,227,4857367
FALSE,18,54580,Mondays in the Sun,3.372179,9/27/2002,4000000,113,7.1,41,146402
FALSE,80,18588,52 Pick-Up,3.50913,11/7/1986,0,110,5.8,24,5186646
FALSE,14,24795,Angels in the Outfield,6.035827,7/15/1994,0,102,5.8,130,50236831
FALSE,27,329440,The Forest,8.217988,1/7/2016,10000000,95,4.8,529,40055439
FALSE,37,156566,Red Garters,1.627794,2/9/1954,0,91,0,0,1300000
FALSE,35,8970,The Out-of-Towners,4.741464,4/2/1999,75000000,90,5,48,29000000
FALSE,9648,9708,The Wicker Man,8.553985,9/1/2006,40000000,102,4.1,388,38755073
FALSE,35,455,Bend It Like Beckham,6.542885,4/11/2002,3500159,112,6.2,650,76578641
FALSE,10749,28151,Baptists at Our Barbecue,1.144915,10/8/2004,500000,92,4,2,173306
FALSE,80,388,Inside Man,8.827844,3/23/2006,45000000,129,7.3,1775,184376254
FALSE,18,401546,The Dinner,7.700873,5/5/2017,0,120,4.2,61,1323312
FALSE,18,59210,The Mother,3.30939,1/1/2003,2500000,112,6.3,19,1062253
FALSE,18,35227,Foolish Wives,1.683022,1/11/1922,1100000,117,6.3,11,400200
FALSE,9648,1842,The Legend of Boggy Creek,2.807997,8/1/1972,100000,90,5.6,19,22000000
FALSE,18,10400,The Hurricane,6.97024,9/17/1999,50000000,146,7.3,432,73956241
FALSE,10402,3682,54,6.822577,8/28/1998,13000000,106,5.5,149,16757163
FALSE,28,9350,Cliffhanger,9.355405,5/28/1993,70000000,112,6.1,647,255000211
FALSE,28,54022,Search and Destroy,1.46867,1/1/1995,4000000,90,6.1,4,389503
FALSE,27,24331,Scanners II: The New Order,2.665752,6/28/1991,0,104,4.6,22,14225876
FALSE,18,52778,Until September,2.295451,9/21/1984,0,95,6.3,2,4100000
FALSE,28,9515,The Matador,6.818872,5/12/2005,10000000,96,6.2,145,17297244
FALSE,18,13763,Purple Rain,5.849371,7/27/1984,7200000,111,6.7,99,68392977
FALSE,27,13788,The Unborn,7.376899,1/9/2009,16000000,87,4.9,401,76514050
FALSE,27,6466,Freddy vs. Jason,16.30388,8/15/2003,30000000,97,5.8,678,114908830
FALSE,18,8913,Pet Sematary,8.132245,4/21/1989,11500000,103,6.4,445,57469467
FALSE,18,1903,Vanilla Sky,7.073076,12/10/2001,68000000,136,6.5,1182,203388341
FALSE,28,15749,While She Was Out,5.158581,10/27/2008,6000000,108,4.8,38,391410
FALSE,80,7972,Before the Devil Knows You're Dead,7.601975,9/26/2007,18000000,117,6.9,397,25005257
FALSE,18,9566,The Fan,7.148061,8/15/1996,55000000,116,5.7,221,18626419
FALSE,10751,17043,The Crocodile Hunter: Collision Course,3.768994,7/26/2002,0,90,5.4,37,33082548
FALSE,10749,10288,Fido,6.274175,9/7/2006,8000000,91,6.6,143,426224
FALSE,28,88751,Journey to the Center of the Earth,17.414348,7/10/2008,45000000,93,5.8,1461,101702060
FALSE,18,11975,The Rainmaker,6.813961,11/18/1997,40000000,135,6.7,258,45916769
FALSE,10749,150689,Cinderella,17.853442,3/12/2015,95000000,105,6.7,2580,543514353
FALSE,99,1843,Dig!,2.371056,5/14/2004,0,107,7.2,20,127067
FALSE,28,10544,Ned Kelly,6.985726,3/22/2003,0,110,6.1,123,6585516
FALSE,18,5048,Prospero's Books,2.686087,9/5/1991,0,120,6.5,30,1750301
FALSE,80,48309,Prison,2.590663,3/4/1988,1300000,102,6.7,27,354704
FALSE,80,8617,Prom Night,6.096935,4/10/2008,0,88,4.8,179,14796236
FALSE,18,4584,Sense and Sensibility,6.59583,12/13/1995,16500000,136,7.2,388,135000000
FALSE,18,34615,"Cry, the Beloved Country",2.33561,12/15/1995,0,106,6.7,13,676525
FALSE,80,9517,Bully,6.315463,6/15/2001,0,113,6.7,133,480811
FALSE,80,994,Straw Dogs,7.203698,12/29/1971,2200000,118,7.2,248,3251794
FALSE,53,4147,Road to Perdition,8.393301,7/12/2002,80000000,117,7.3,1177,181001478
FALSE,16,15035,Fire and Ice,5.788546,3/25/1983,1200000,81,6.4,40,760883
FALSE,35,321751,A Perfect Day,9.545707,8/28/2015,0,106,6.6,204,1702433
FALSE,28,9947,Elektra,9.25167,1/13/2005,43000000,97,4.8,642,56681566
FALSE,35,6282,Coyote Ugly,7.372124,7/30/2000,45000000,100,5.9,634,113916474
FALSE,80,3093,Basic Instinct 2,7.543018,3/29/2006,70000000,114,4.6,193,38629478
FALSE,18,7442,Sleeping with the Enemy,8.645425,2/8/1991,19000000,99,6.2,254,174999005
FALSE,18,7510,Running with Scissors,5.17328,10/27/2006,12000000,116,5.8,83,6754898
FALSE,14,10253,Dragon Wars: D-War,6.026141,2/8/2007,70000000,90,4,106,53587404
FALSE,18,1791,The Piano Teacher,7.252297,5/14/2001,3000000,131,7.2,210,9801375
FALSE,35,18462,Night of the Comet,5.869497,11/16/1984,3000000,95,6.1,98,14418922
FALSE,28,9208,Broken Arrow,7.69462,2/9/1996,50000000,108,5.7,474,150270147
FALSE,35,392,Chocolat,8.141895,12/14/2000,25000000,121,6.8,1057,152500343
FALSE,18,38684,Jane Eyre,6.145302,3/11/2011,0,120,7,469,34710627
FALSE,35,11451,Herbie Fully Loaded,8.35774,6/22/2005,50000000,101,5.1,607,66002004
FALSE,35,20009,Slackers,8.857715,2/1/2002,14000000,86,5.4,61,6413915
FALSE,18,2769,An American in Paris,9.844808,8/8/1951,2723903,113,6.9,140,4500000
FALSE,28,21871,Tank,3.020277,3/16/1984,0,113,5.8,23,14134877
FALSE,18,334,Magnolia,8.696982,12/8/1999,37000000,188,7.5,916,48451803
FALSE,14,10150,The Last Unicorn,7.51276,11/19/1982,0,92,6.9,125,6455530
FALSE,27,694,The Shining,28.248754,5/22/1980,19000000,144,8.1,4344,44017374
FALSE,18,11804,White Noise,10.79153,1/7/2005,10000000,101,5.5,282,91196419
FALSE,18,597,Titanic,28.549703,11/18/1997,200000000,194,7.6,8385,1845034188
FALSE,12,11780,Rob Roy,10.13323,4/13/1995,28000000,139,6.5,165,31596911
FALSE,18,32020,Foxes,3.937096,2/29/1980,0,106,5.6,25,4400000
FALSE,80,16723,Sugar & Spice,5.162364,1/24/2001,11000000,81,5.8,64,13276953
FALSE,35,21055,All Over the Guy,3.019332,3/7/2001,0,95,5.7,25,1051948
FALSE,18,12109,It's All Gone Pete Tong,3.922852,9/12/2004,2000000,90,7.1,55,120620
FALSE,35,9586,The Bonfire of the Vanities,8.594463,12/21/1990,47000000,125,5.3,121,15691192
FALSE,35,10096,13 Going on 30,8.345456,4/13/2004,37000000,98,6.2,1346,96455697
FALSE,35,12153,White Chicks,7.091523,6/23/2004,37000000,109,6.4,763,113086475
FALSE,18,11978,Men of Honor,8.448912,9/13/2000,82343495,129,7,588,48814909
FALSE,12,11837,Watership Down,5.574031,10/14/1978,1000000,88,7.3,180,3713768
FALSE,14,310,Bruce Almighty,9.867555,5/23/2003,80000000,101,6.5,3404,484572835
FALSE,28,5236,Kiss Kiss Bang Bang,9.765731,9/5/2005,15000000,103,7.2,954,15785148
FALSE,35,3573,Emma,5.703418,8/2/1996,6000000,121,6.7,165,22231658
FALSE,35,25447,Tapeheads,7.462659,10/21/1988,0,93,5.4,17,343786
FALSE,12,62764,Mirror Mirror,9.536227,3/15/2012,85000000,106,5.6,1225,183018522
FALSE,12,9824,Mystery Men,6.024557,8/6/1999,68000000,121,5.7,261,29762011
FALSE,14,4474,My Super Ex-Girlfriend,5.920199,6/20/2006,0,95,4.8,483,60896147
FALSE,18,12162,The Hurt Locker,9.634247,10/10/2008,15000000,131,7.2,1996,42000000
